2022-Dec-24 00:33:55.525685, CUSIP: 91282CFX4, Side: bid, Order ID: 0, Order type: MARKET, Price: 99-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.636130, CUSIP: 91282CGA3, Side: bid, Order ID: 2188, Order type: MARKET, Price: 99-067, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.646065, CUSIP: 91282CGA3, Side: offer, Order ID: 2189, Order type: MARKET, Price: 99-073, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.655038, CUSIP: 91282CGA3, Side: bid, Order ID: 2190, Order type: MARKET, Price: 99-083, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.665049, CUSIP: 91282CGA3, Side: offer, Order ID: 2191, Order type: MARKET, Price: 99-087, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.673990, CUSIP: 91282CGA3, Side: bid, Order ID: 2192, Order type: MARKET, Price: 99-097, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.684002, CUSIP: 91282CGA3, Side: offer, Order ID: 2193, Order type: MARKET, Price: 99-103, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.693937, CUSIP: 91282CGA3, Side: bid, Order ID: 2194, Order type: MARKET, Price: 99-113, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.702911, CUSIP: 91282CGA3, Side: offer, Order ID: 2195, Order type: MARKET, Price: 99-117, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.712883, CUSIP: 91282CGA3, Side: bid, Order ID: 2196, Order type: MARKET, Price: 99-127, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.721900, CUSIP: 91282CGA3, Side: offer, Order ID: 2197, Order type: MARKET, Price: 99-133, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.730838, CUSIP: 91282CGA3, Side: bid, Order ID: 2198, Order type: MARKET, Price: 99-143, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.740850, CUSIP: 91282CGA3, Side: offer, Order ID: 2199, Order type: MARKET, Price: 99-147, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.749785, CUSIP: 91282CGA3, Side: bid, Order ID: 2200, Order type: MARKET, Price: 99-157, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.759760, CUSIP: 91282CGA3, Side: offer, Order ID: 2201, Order type: MARKET, Price: 99-163, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.770728, CUSIP: 91282CGA3, Side: bid, Order ID: 2202, Order type: MARKET, Price: 99-173, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.779741, CUSIP: 91282CGA3, Side: offer, Order ID: 2203, Order type: MARKET, Price: 99-177, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.789715, CUSIP: 91282CGA3, Side: bid, Order ID: 2204, Order type: MARKET, Price: 99-187, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.798656, CUSIP: 91282CGA3, Side: offer, Order ID: 2205, Order type: MARKET, Price: 99-193, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.808630, CUSIP: 91282CGA3, Side: bid, Order ID: 2206, Order type: MARKET, Price: 99-203, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.817605, CUSIP: 91282CGA3, Side: offer, Order ID: 2207, Order type: MARKET, Price: 99-207, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.827587, CUSIP: 91282CGA3, Side: bid, Order ID: 2208, Order type: MARKET, Price: 99-217, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.836593, CUSIP: 91282CGA3, Side: offer, Order ID: 2209, Order type: MARKET, Price: 99-223, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.845528, CUSIP: 91282CGA3, Side: bid, Order ID: 2210, Order type: MARKET, Price: 99-233, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.854506, CUSIP: 91282CGA3, Side: offer, Order ID: 2211, Order type: MARKET, Price: 99-237, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.864530, CUSIP: 91282CGA3, Side: bid, Order ID: 2212, Order type: MARKET, Price: 99-247, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.873494, CUSIP: 91282CGA3, Side: offer, Order ID: 2213, Order type: MARKET, Price: 99-253, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.882472, CUSIP: 91282CGA3, Side: bid, Order ID: 2214, Order type: MARKET, Price: 99-263, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.892404, CUSIP: 91282CGA3, Side: offer, Order ID: 2215, Order type: MARKET, Price: 99-267, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.901415, CUSIP: 91282CGA3, Side: bid, Order ID: 2216, Order type: MARKET, Price: 99-277, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.910355, CUSIP: 91282CGA3, Side: offer, Order ID: 2217, Order type: MARKET, Price: 99-283, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.920330, CUSIP: 91282CGA3, Side: bid, Order ID: 2218, Order type: MARKET, Price: 99-293, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.929306, CUSIP: 91282CGA3, Side: offer, Order ID: 2219, Order type: MARKET, Price: 99-297, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.938282, CUSIP: 91282CGA3, Side: bid, Order ID: 2220, Order type: MARKET, Price: 99-307, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.948254, CUSIP: 91282CGA3, Side: offer, Order ID: 2221, Order type: MARKET, Price: 99-313, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.959225, CUSIP: 91282CGA3, Side: bid, Order ID: 2222, Order type: MARKET, Price: 100-003, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.973188, CUSIP: 91282CGA3, Side: offer, Order ID: 2223, Order type: MARKET, Price: 100-007, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.985158, CUSIP: 91282CGA3, Side: bid, Order ID: 2224, Order type: MARKET, Price: 100-017, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:19.995130, CUSIP: 91282CGA3, Side: offer, Order ID: 2225, Order type: MARKET, Price: 100-023, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.007098, CUSIP: 91282CGA3, Side: bid, Order ID: 2226, Order type: MARKET, Price: 100-033, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.019065, CUSIP: 91282CGA3, Side: offer, Order ID: 2227, Order type: MARKET, Price: 100-037, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.031035, CUSIP: 91282CGA3, Side: bid, Order ID: 2228, Order type: MARKET, Price: 100-047, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.041005, CUSIP: 91282CGA3, Side: offer, Order ID: 2229, Order type: MARKET, Price: 100-053, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.051977, CUSIP: 91282CGA3, Side: bid, Order ID: 2230, Order type: MARKET, Price: 100-063, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.062947, CUSIP: 91282CGA3, Side: offer, Order ID: 2231, Order type: MARKET, Price: 100-067, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.074918, CUSIP: 91282CGA3, Side: bid, Order ID: 2232, Order type: MARKET, Price: 100-077, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.090872, CUSIP: 91282CGA3, Side: offer, Order ID: 2233, Order type: MARKET, Price: 100-083, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.102841, CUSIP: 91282CGA3, Side: bid, Order ID: 2234, Order type: MARKET, Price: 100-093, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.113813, CUSIP: 91282CGA3, Side: offer, Order ID: 2235, Order type: MARKET, Price: 100-097, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.126776, CUSIP: 91282CGA3, Side: bid, Order ID: 2236, Order type: MARKET, Price: 100-107, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.138744, CUSIP: 91282CGA3, Side: offer, Order ID: 2237, Order type: MARKET, Price: 100-113, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.149744, CUSIP: 91282CGA3, Side: bid, Order ID: 2238, Order type: MARKET, Price: 100-123, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.160691, CUSIP: 91282CGA3, Side: offer, Order ID: 2239, Order type: MARKET, Price: 100-127, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.171658, CUSIP: 91282CGA3, Side: bid, Order ID: 2240, Order type: MARKET, Price: 100-137, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.185657, CUSIP: 91282CGA3, Side: offer, Order ID: 2241, Order type: MARKET, Price: 100-143, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.196632, CUSIP: 91282CGA3, Side: bid, Order ID: 2242, Order type: MARKET, Price: 100-153, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.209568, CUSIP: 91282CGA3, Side: offer, Order ID: 2243, Order type: MARKET, Price: 100-157, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.223519, CUSIP: 91282CGA3, Side: bid, Order ID: 2244, Order type: MARKET, Price: 100-167, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.235486, CUSIP: 91282CGA3, Side: offer, Order ID: 2245, Order type: MARKET, Price: 100-173, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.246459, CUSIP: 91282CGA3, Side: bid, Order ID: 2246, Order type: MARKET, Price: 100-183, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.256432, CUSIP: 91282CGA3, Side: offer, Order ID: 2247, Order type: MARKET, Price: 100-187, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.266405, CUSIP: 91282CGA3, Side: bid, Order ID: 2248, Order type: MARKET, Price: 100-197, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.280510, CUSIP: 91282CGA3, Side: offer, Order ID: 2249, Order type: MARKET, Price: 100-203, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.291480, CUSIP: 91282CGA3, Side: bid, Order ID: 2250, Order type: MARKET, Price: 100-213, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.301488, CUSIP: 91282CGA3, Side: offer, Order ID: 2251, Order type: MARKET, Price: 100-217, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.313462, CUSIP: 91282CGA3, Side: bid, Order ID: 2252, Order type: MARKET, Price: 100-227, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.323427, CUSIP: 91282CGA3, Side: offer, Order ID: 2253, Order type: MARKET, Price: 100-233, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.333368, CUSIP: 91282CGA3, Side: bid, Order ID: 2254, Order type: MARKET, Price: 100-243, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.343341, CUSIP: 91282CGA3, Side: offer, Order ID: 2255, Order type: MARKET, Price: 100-247, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.354314, CUSIP: 91282CGA3, Side: bid, Order ID: 2256, Order type: MARKET, Price: 100-257, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.364285, CUSIP: 91282CGA3, Side: offer, Order ID: 2257, Order type: MARKET, Price: 100-263, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.374296, CUSIP: 91282CGA3, Side: bid, Order ID: 2258, Order type: MARKET, Price: 100-273, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.386227, CUSIP: 91282CGA3, Side: offer, Order ID: 2259, Order type: MARKET, Price: 100-277, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.397197, CUSIP: 91282CGA3, Side: bid, Order ID: 2260, Order type: MARKET, Price: 100-287, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.406173, CUSIP: 91282CGA3, Side: offer, Order ID: 2261, Order type: MARKET, Price: 100-293, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.417184, CUSIP: 91282CGA3, Side: bid, Order ID: 2262, Order type: MARKET, Price: 100-303, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.427160, CUSIP: 91282CGA3, Side: offer, Order ID: 2263, Order type: MARKET, Price: 100-307, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.437126, CUSIP: 91282CGA3, Side: bid, Order ID: 2264, Order type: MARKET, Price: 100-317, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.447106, CUSIP: 91282CGA3, Side: offer, Order ID: 2265, Order type: MARKET, Price: 100-313, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.457078, CUSIP: 91282CGA3, Side: bid, Order ID: 2266, Order type: MARKET, Price: 100-307, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.467010, CUSIP: 91282CGA3, Side: offer, Order ID: 2267, Order type: MARKET, Price: 100-297, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.475987, CUSIP: 91282CGA3, Side: bid, Order ID: 2268, Order type: MARKET, Price: 100-293, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.486005, CUSIP: 91282CGA3, Side: offer, Order ID: 2269, Order type: MARKET, Price: 100-283, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.494937, CUSIP: 91282CGA3, Side: bid, Order ID: 2270, Order type: MARKET, Price: 100-277, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.505910, CUSIP: 91282CGA3, Side: offer, Order ID: 2271, Order type: MARKET, Price: 100-267, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.516879, CUSIP: 91282CGA3, Side: bid, Order ID: 2272, Order type: MARKET, Price: 100-263, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.525855, CUSIP: 91282CGA3, Side: offer, Order ID: 2273, Order type: MARKET, Price: 100-253, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.535826, CUSIP: 91282CGA3, Side: bid, Order ID: 2274, Order type: MARKET, Price: 100-247, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.545800, CUSIP: 91282CGA3, Side: offer, Order ID: 2275, Order type: MARKET, Price: 100-237, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.555773, CUSIP: 91282CGA3, Side: bid, Order ID: 2276, Order type: MARKET, Price: 100-233, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.565747, CUSIP: 91282CGA3, Side: offer, Order ID: 2277, Order type: MARKET, Price: 100-223, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.576758, CUSIP: 91282CGA3, Side: bid, Order ID: 2278, Order type: MARKET, Price: 100-217, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.586733, CUSIP: 91282CGA3, Side: offer, Order ID: 2279, Order type: MARKET, Price: 100-207, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.597661, CUSIP: 91282CGA3, Side: bid, Order ID: 2280, Order type: MARKET, Price: 100-203, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.607676, CUSIP: 91282CGA3, Side: offer, Order ID: 2281, Order type: MARKET, Price: 100-193, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.618606, CUSIP: 91282CGA3, Side: bid, Order ID: 2282, Order type: MARKET, Price: 100-187, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.634563, CUSIP: 91282CGA3, Side: offer, Order ID: 2283, Order type: MARKET, Price: 100-177, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.651555, CUSIP: 91282CGA3, Side: bid, Order ID: 2284, Order type: MARKET, Price: 100-173, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.661491, CUSIP: 91282CGA3, Side: offer, Order ID: 2285, Order type: MARKET, Price: 100-163, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.671465, CUSIP: 91282CGA3, Side: bid, Order ID: 2286, Order type: MARKET, Price: 100-157, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.681441, CUSIP: 91282CGA3, Side: offer, Order ID: 2287, Order type: MARKET, Price: 100-147, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.691410, CUSIP: 91282CGA3, Side: bid, Order ID: 2288, Order type: MARKET, Price: 100-143, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.702423, CUSIP: 91282CGA3, Side: offer, Order ID: 2289, Order type: MARKET, Price: 100-133, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.712395, CUSIP: 91282CGA3, Side: bid, Order ID: 2290, Order type: MARKET, Price: 100-127, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.722370, CUSIP: 91282CGA3, Side: offer, Order ID: 2291, Order type: MARKET, Price: 100-117, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.732312, CUSIP: 91282CGA3, Side: bid, Order ID: 2292, Order type: MARKET, Price: 100-113, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.741322, CUSIP: 91282CGA3, Side: offer, Order ID: 2293, Order type: MARKET, Price: 100-103, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.751291, CUSIP: 91282CGA3, Side: bid, Order ID: 2294, Order type: MARKET, Price: 100-097, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.760227, CUSIP: 91282CGA3, Side: offer, Order ID: 2295, Order type: MARKET, Price: 100-087, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.771232, CUSIP: 91282CGA3, Side: bid, Order ID: 2296, Order type: MARKET, Price: 100-083, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.781215, CUSIP: 91282CGA3, Side: offer, Order ID: 2297, Order type: MARKET, Price: 100-073, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.791144, CUSIP: 91282CGA3, Side: bid, Order ID: 2298, Order type: MARKET, Price: 100-067, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.801117, CUSIP: 91282CGA3, Side: offer, Order ID: 2299, Order type: MARKET, Price: 100-057, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.811091, CUSIP: 91282CGA3, Side: bid, Order ID: 2300, Order type: MARKET, Price: 100-053, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.821064, CUSIP: 91282CGA3, Side: offer, Order ID: 2301, Order type: MARKET, Price: 100-043, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.830041, CUSIP: 91282CGA3, Side: bid, Order ID: 2302, Order type: MARKET, Price: 100-037, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.840014, CUSIP: 91282CGA3, Side: offer, Order ID: 2303, Order type: MARKET, Price: 100-027, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.849987, CUSIP: 91282CGA3, Side: bid, Order ID: 2304, Order type: MARKET, Price: 100-023, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.859005, CUSIP: 91282CGA3, Side: offer, Order ID: 2305, Order type: MARKET, Price: 100-013, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.868937, CUSIP: 91282CGA3, Side: bid, Order ID: 2306, Order type: MARKET, Price: 100-007, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.877962, CUSIP: 91282CGA3, Side: offer, Order ID: 2307, Order type: MARKET, Price: 99-317, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.886887, CUSIP: 91282CGA3, Side: bid, Order ID: 2308, Order type: MARKET, Price: 99-313, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:34:20.896861, CUSIP: 91282CGA3, Side: offer, Order ID: 2309, Order type: MARKET, Price: 99-303, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
